Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL
Commodity.Description,"All Commodity Price Index, 2016 = 100, includes both Fuel and Non-Fuel Price Indices","Commodities for Index: All, excluding Gold, 2016 = 100","Non-Fuel Price Index, 2016 = 100, includes Precious Metal, Food and Beverages and Industrial Inputs Price Indices","Food and Beverage Price Index, 2016 = 100, includes Food and Beverage Price Indices","Food Price Index, 2016 = 100, includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, and Other Food (Apple (non-citrus fruit), Bananas, Chana (legumes), Fishmeal, Groundnuts, Milk (dairy), Tomato (veg)) Price Indices","Beverage Price Index, 2016 = 100, includes Coffee, Tea, and Cocoa","Industrial Inputs Price Index, 2016 = 100, includes Agricultural Raw Materials and Base Metals Price Indices","Agriculture Price Index, 2016 = 100, includes Food and Beverages and Agriculture Raw Materials Price Indices","Agricultural Raw Materials Index, 2016 = 100, includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","All Metals Index, 2016 = 100: includes Metal Price Index (Base Metals) and Precious Metals Index","Base Metals Price Index, 2016 = 100, includes Aluminum, Cobalt, Copper, Iron Ore, Lead, Molybdenum, Nickel, Tin, Uranium and Zinc Price Indices","Precious Metals Price Index, 2016 = 100, includes Gold, Silver, Palladium and Platinum Price Indices","All Metals EX GOLD Index, 2016 = 100: includes Metal Price Index (Base Metals) and ONLY Silver, Palladium, Platinum ","Fertilizer Index, 2016 = 100, includes DAP, Potash, UREA","Fuel (Energy) Index, 2016 = 100, includes Crude oil (petroleum), Natural Gas, Coal Price and Propane Indices","Crude Oil (petroleum), Price index, 2016 = 100, simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh","Natural Gas Price Index, 2016 = 100, includes European, Japanese, and American Natural Gas Price Indices","Coal Price Index, 2016 = 100, includes Australian and South African Coal"
Data Type,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index
Frequency,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly
1990M1,,,,,,"49,20",,,"72,86",,,"33,10",,,,,,"51,17"
1990M2,,,,,,"49,95",,,"73,45",,,"33,70",,,,,,"51,17"
1990M3,,,,,,"54,43",,,"74,17",,,"31,81",,,,,,"51,17"
1990M4,,,,,,"56,29",,,"76,02",,,"30,42",,,,,,"51,17"
1990M5,,,,,,"55,92",,,"75,42",,,"30,08",,,,,,"54,12"
1990M6,,,,,,"53,06",,,"75,56",,,"28,81",,,,,,"55,28"
1990M7,,,,,,"52,83",,,"76,24",,,"29,49",,,,,,"55,28"
1990M8,,,,,,"54,51",,,"73,87",,,"31,84",,,,,,"55,28"
1990M9,,,,,,"56,44",,,"73,20",,,"31,27",,,,,,"55,28"
1990M10,,,,,,"56,64",,,"73,16",,,"30,33",,,,,,"55,28"
1990M11,,,,,,"55,62",,,"73,03",,,"30,30",,,,,,"55,28"
1990M12,,,,,,"55,88",,,"72,66",,,"29,88",,,,,,"55,28"
1991M1,,,,,,"54,15",,,"71,25",,,"30,31",,,,"51,90",,"55,28"
1991M2,,,,,,"52,87",,,"72,49",,,"28,75",,,,"41,62",,"55,28"
1991M3,,,,,,"53,02",,,"71,06",,,"28,77",,,,"42,71",,"52,24"
1991M4,,,,,,"52,10",,,"71,90",,,"28,50",,,,"44,27",,"52,24"
1991M5,,,,,,"48,77",,,"72,82",,,"28,39",,,,"45,10",,"52,24"
1991M6,,,,,,"47,46",,,"74,04",,,"29,16",,,,"43,61",,"52,24"
1991M7,,,,,,"45,93",,,"72,27",,,"29,20",,,,"46,60",,"52,24"
1991M8,,,,,,"47,39",,,"71,03",,,"28,12",,,,"46,78",,"52,24"
1991M9,,,,,,"50,70",,,"71,49",,,"27,60",,,,"47,73",,"52,24"
1991M10,,,,,,"49,69",,,"70,08",,,"28,40",,,,"51,26",,"52,24"
1991M11,,,,,,"51,33",,,"68,82",,,"28,45",,,,"47,72",,"52,24"
1991M12,,,,,,"51,10",,,"68,76",,,"28,49",,,,"40,52",,"52,24"
1992M1,,,,"64,46","65,82","48,47","52,71","64,82","67,20","37,32","46,95","28,02","44,53",,"45,01","40,23","54,52","52,24"
1992M2,,,,"64,67","66,41","44,12","53,97","65,13","68,20","38,02","48,32","28,05","45,84",,"44,36","41,09","49,91","52,24"
1992M3,,,,"65,51","67,33","44,01","54,01","65,91","68,57","37,60","48,22","27,34","45,72",,"44,02","41,17","50,53","52,24"
1992M4,,,,"62,78","64,46","42,97","55,42","64,04","72,51","37,58","48,63","26,89","46,02",,"46,56","44,09","51,97","52,24"
1992M5,,,,"64,73","66,75","40,90","55,34","65,70","72,27","37,53","48,61","26,83","46,05",,"48,60","45,57","54,75","52,24"
1992M6,,,,"61,87","63,75","39,67","55,57","63,28","72,80","37,75","48,73","27,13","46,18",,"51,08","47,92","55,87","50,69"
1992M7,,,,"60,73","62,35","41,55","57,27","62,37","73,51","39,20","50,82","27,97","48,09",,"50,27","45,31","58,47","49,14"
1992M8,,,,"61,87","63,56","41,85","56,51","63,13","71,69","38,62","50,47","27,17","47,64",,"50,04","43,65","61,64","49,14"
1992M9,,,,"61,68","63,34","42,14","55,49","62,95","71,49","38,05","49,13","27,33","46,47",,"51,59","44,89","64,06","49,14"
1992M10,,,,"60,90","62,35","43,76","53,33","62,31","71,84","36,49","45,98","27,32","43,65",,"51,76","45,26","67,65","47,53"
1992M11,,,,"58,53","59,57","46,20","51,93","60,28","72,11","35,12","43,91","26,62","41,82",,"49,20","44,15","65,67","45,93"
1992M12,,,,"60,84","61,77","49,84","52,65","62,33","72,43","35,57","44,79","26,66","42,65",,"47,29","41,84","64,52","45,93"
1993M1,,,,"60,61","61,77","46,96","52,47","62,17","72,73","35,18","44,41","26,25","42,31",,"46,03","40,55","62,88","45,93"
1993M2,,,,"60,56","61,86","45,19","53,53","62,68","77,02","35,07","44,19","26,26","42,10",,"46,90","43,04","60,37","43,07"
1993M3,,,,"63,13","64,81","43,26","53,20","65,14","78,73","34,51","43,04","26,26","41,04",,"48,48","43,42","65,80","43,07"
1993M4,,,,"62,85","64,65","41,57","53,53","65,55","83,80","34,29","41,50","27,31","39,85",,"48,87","42,29","68,29","43,07"
1993M5,,,,"63,59","65,36","42,65","54,08","66,84","88,81","34,70","40,28","29,30","39,00",,"47,77","41,56","65,49","43,07"
1993M6,,,,"61,30","62,91","42,27","53,84","64,64","87,26","35,01","40,56","29,65","39,24",,"46,04","39,91","63,29","43,07"
1993M7,,,,"62,56","63,95","46,09","54,20","65,89","88,41","35,95","40,60","31,45","39,60",,"44,42","38,14","63,84","43,07"
1993M8,,,,"62,48","63,50","50,37","52,74","65,36","84,86","35,09","39,97","30,37","38,93",,"45,02","37,97","66,83","43,07"
1993M9,,,,"62,85","63,56","54,48","51,34","65,57","83,95","33,24","38,38","28,27","37,17",,"43,66","36,12","65,32","43,07"
1993M10,,,,"62,75","63,56","53,21","50,49","65,52","84,27","32,93","37,06","28,93","36,08",,"43,97","37,83","61,74","43,07"
1993M11,,,,"62,47","63,16","54,27","49,86","65,09","82,87","33,24","36,75","29,84","35,88",,"42,35","35,18","65,48","43,07"
1993M12,,,,"67,22","68,22","55,46","51,25","69,24","82,91","34,59","38,66","30,65","37,73",,"38,66","31,29","62,15","42,69"
1994M1,,,,"66,64","67,83","52,63","52,89","69,00","84,94","35,50","40,15","30,99","39,12",,"40,24","33,44","62,64","43,07"
1994M2,,,,"67,56","68,70","53,98","55,13","70,31","88,92","36,13","41,69","30,75","40,58",,"40,75","32,12","67,83","43,07"
1994M3,,,,"68,24","69,17","57,23","55,26","70,94","89,16","36,28","41,79","30,95","40,74",,"38,94","31,64","59,61","42,00"
1994M4,,,,"67,05","67,70","59,42","56,46","70,63","94,84","35,73","41,21","30,44","40,19",,"41,13","34,97","58,38","42,00"
1994M5,,,,"67,84","67,25","74,81","58,71","71,36","95,21","37,38","44,20","30,79","42,89",,"43,10","37,64","56,95","43,36"
1994M6,,,,"67,13","65,55","85,76","61,37","71,15","98,35","38,75","46,68","31,09","45,10",,"44,80","39,14","58,27","46,09"
1994M7,,,,"69,21","65,08","117,97","61,87","72,77","96,86","39,40","47,97","31,11","46,29",,"46,22","40,14","58,74","45,74"
1994M8,,,,"69,18","65,42","113,55","61,19","72,80","97,27","38,68","46,86","30,78","45,29",,"43,95","37,84","55,71","45,74"
1994M9,,,,"70,36","65,77","124,58","62,48","73,56","95,24","40,43","49,46","31,69","47,73",,"42,25","35,72","53,92","46,12"
1994M10,,,,"70,00","66,16","115,41","63,60","73,08","93,88","41,38","51,57","31,52","49,60",,"43,18","36,16","54,33","47,48"
1994M11,,,,"66,82","63,45","106,59","67,08","70,39","94,58","43,39","56,16","31,05","53,58",,"44,51","37,91","54,33","47,29"
1994M12,,,,"70,67","68,61","94,98","69,87","74,25","98,50","44,28","58,49","30,54","55,51",,"43,19","36,03","55,71","50,59"
1995M1,,,,"69,08","66,72","97,05","73,36","73,23","101,30","46,11","62,26","30,50","58,88",,"44,37","37,34","54,84","52,86"
1995M2,,,,"69,86","67,50","97,78","71,17","74,26","104,03","43,99","58,11","30,34","55,18",,"45,49","38,27","56,04","53,60"
1995M3,,,,"71,37","68,66","103,38","71,14","76,13","108,30","43,32","56,36","30,72","53,63",,"45,70","36,64","57,18","54,33"
1995M4,,,,"68,86","66,10","101,55","71,67","74,08","109,42","44,03","56,67","31,81","54,30",,"48,35","38,60","59,47","53,64"
1995M5,,,,"67,93","65,28","99,31","70,42","73,28","109,40","42,94","54,93","31,34","52,70",,"47,91","38,35","59,41","54,83"
1995M6,,,,"68,21","66,26","91,23","70,73","72,96","105,09","44,04","57,08","31,43","54,55",,"46,19","35,95","59,63","56,17"
1995M7,,,,"70,45","69,14","85,91","70,72","74,14","99,11","45,10","59,43","31,25","56,56",,"43,54","33,43","56,58","57,35"
1995M8,,,,"70,66","68,89","91,57","69,75","73,75","94,68","45,22","59,84","31,09","56,93",,"44,23","35,39","56,56","56,88"
1995M9,,,,"70,36","69,28","83,07","67,97","73,58","95,41","43,84","57,06","31,06","54,47",,"44,98","36,63","57,98","57,09"
1995M10,,,,"71,41","70,55","81,49","66,23","74,29","93,78","42,90","55,28","30,94","52,78",,"44,47","35,01","60,55","56,98"
1995M11,,,,"70,91","70,06","80,89","68,75","74,42","98,20","43,85","57,04","31,09","54,32",,"45,83","36,47","62,48","56,24"
1995M12,,,,"75,09","75,46","70,78","67,75","77,91","96,95","43,44","56,15","31,15","53,46",,"49,71","39,14","71,80","55,25"
1996M1,,,,"73,67","73,95","70,43","65,52","76,46","95,35","42,73","53,67","32,15","51,36",,"50,23","39,28","75,85","55,06"
1996M2,,,,"76,03","76,01","76,25","65,85","78,45","94,79","43,28","54,35","32,58","52,08",,"52,77","39,08","88,86","54,61"
1996M3,,,,"75,68","75,99","72,00","66,35","78,30","96,00","43,05","54,57","31,92","52,20",,"53,03","43,12","76,45","53,38"
1996M4,,,,"78,89","79,33","73,63","65,54","80,76","93,39","42,86","54,48","31,62","52,05",,"53,48","46,37","67,83","54,19"
1996M5,,,,"80,27","80,65","75,87","66,66","82,30","95,98","43,05","55,01","31,50","52,48",,"50,62","42,87","67,68","53,08"
1996M6,,,,"77,18","77,47","73,81","63,53","79,67","96,51","40,50","50,42","30,91","48,29",,"50,30","41,70","70,89","52,40"
1996M7,,,,"77,90","78,67","68,77","61,23","79,97","93,96","39,35","48,22","30,77","46,32",,"52,15","43,72","71,80","52,31"
1996M8,,,,"76,91","77,47","70,20","61,31","79,11","94,02","39,54","48,31","31,07","46,42",,"52,13","44,89","65,25","52,22"
1996M9,,,,"71,02","71,34","67,24","61,26","74,22","95,83","38,95","47,52","30,66","45,64",,"55,42","49,56","62,17","53,09"
1996M10,,,,"68,66","68,74","67,69","60,06","71,94","94,12","38,35","46,52","30,46","44,68",,"59,57","52,76","71,01","53,41"
1996M11,,,,"68,43","68,58","66,75","62,13","71,87","95,08","39,48","49,03","30,23","46,88",,"60,47","49,66","83,47","51,97"
1996M12,,,,"72,72","73,48","63,71","61,18","75,12","91,35","39,19","49,19","29,52","46,97",,"64,53","52,99","92,88","52,42"
1997M1,,,,"72,63","73,04","67,80","63,52","75,31","93,43","39,87","51,63","28,50","49,10",,"61,82","53,34","86,05","51,97"
1997M2,,,,"73,89","73,60","77,26","64,17","76,43","93,61","40,08","52,47","28,09","50,02",,"53,67","48,07","70,81","50,92"
1997M3,,,,"74,87","73,93","86,00","64,78","77,27","93,46","40,78","53,38","28,60","50,96",,"50,68","45,69","64,86","50,54"
1997M4,,,,"73,73","72,48","88,43","62,45","75,77","89,60","39,60","51,66","27,93","49,30",,"48,02","42,52","64,46","50,86"
1997M5,,,,"73,42","70,65","106,21","64,12","75,73","91,32","40,44","53,31","28,00","50,88",,"51,02","45,59","67,26","50,74"
1997M6,,,,"69,79","67,65","95,18","63,25","72,34","89,53","40,23","52,80","28,07","50,70",,"48,41","42,04","66,77","49,67"
1997M7,,,,"68,67","67,08","87,49","62,53","71,27","88,82","39,16","52,09","26,67","49,84",,"48,70","43,43","64,66","49,24"
1997M8,,,,"68,12","66,65","85,50","61,56","70,32","85,25","39,28","52,14","26,84","50,05",,"50,13","45,01","67,94","50,43"
1997M9,,,,"68,17","66,64","86,28","59,45","70,10","83,11","38,26","50,05","26,86","48,18",,"51,21","44,67","73,71","49,70"
1997M10,,,,"67,76","66,59","81,61","57,60","69,34","80,06","37,64","48,67","26,98","47,10",,"53,84","47,63","75,37","49,01"
1997M11,,,,"68,17","67,12","80,61","56,73","69,72","80,24","36,30","47,39","25,58","45,87",,"51,52","45,23","74,24","45,46"
1997M12,,,,"72,82","71,61","87,07","53,68","73,08","74,81","34,68","45,28","24,43","44,09",,"46,56","41,28","66,29","43,94"
1998M1,,,,"70,11","68,53","88,74","51,91","70,35","71,97","34,17","43,94","24,73","43,05",,"42,05","36,33","62,78","43,75"
1998M2,,,,"69,62","67,99","88,95","52,31","70,34","75,20","34,31","43,21","25,71","42,79",,"40,49","34,03","62,00","44,63"
1998M3,,,,"69,76","68,64","83,05","52,25","70,33","74,17","34,40","43,54","25,56","43,05",,"38,58","31,90","61,39","43,50"
1998M4,,,,"71,67","70,74","82,65","52,34","71,94","73,73","35,16","43,84","26,76","43,61",,"39,18","32,29","62,63","43,47"
1998M5,,,,"71,81","71,12","80,04","51,05","71,96","72,96","33,98","42,34","25,89","42,08",,"39,27","33,69","58,92","43,05"
1998M6,,,,"69,54","69,06","75,21","49,43","69,85","71,91","32,58","40,49","24,93","39,97",,"36,58","30,36","58,75","42,62"
1998M7,,,,"66,66","66,22","71,81","48,75","67,05","69,68","32,68","40,43","25,18","40,14",,"36,74","31,00","57,75","42,01"
1998M8,,,,"64,63","63,87","73,60","48,29","65,29","69,74","31,93","39,77","24,35","39,35",,"35,26","30,54","53,26","39,11"
1998M9,,,,"63,63","62,98","71,25","48,85","64,56","70,89","32,21","40,09","24,60","39,54",,"37,85","32,80","55,04","39,84"
1998M10,,,,"65,19","64,78","70,02","47,36","65,69","69,11","31,73","38,71","24,98","38,23",,"36,58","30,60","52,74","39,58"
1998M11,,,,"66,07","65,65","71,04","47,18","66,36","68,33","31,69","38,78","24,85","38,30",,"34,62","27,71","54,71","39,34"
1998M12,,,,"64,33","63,74","71,31","46,11","64,85","68,34","30,92","37,27","24,78","37,03",,"30,92","24,09","49,48","39,34"
1999M1,,,,"65,05","64,63","69,99","45,90","65,66","69,79","30,42","36,40","24,64","36,43",,"32,58","26,14","50,20","39,19"
